molregno,doc_id,canonical_smiles,compound_name,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,acd_most_bpka,acd_logp,acd_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,num_alerts,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,max_phase,therapeutic_flag,structure_type,molecule_type,first_approval,natural_product,availability_type,withdrawn_flag,rn
674349,-1,O[N+](=O)[O-].Clc1ccc(CCC(Cn2ccnc2)Sc3c(Cl)cccc3Cl)cc1,Butoconazole Nitrate,411.78,6.5,2,0,43.12,7,N,1,6.74,6.57,6.49,NEUTRAL,474.79,3,25,1,0.42,410.0178,C19H18Cl3N3O3S,2,0,1,4,1,MOL,Small molecule,1985,0,2,0,1
674350,100208,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,BUSPIRONE HYDROCHLORIDE,385.5,2.02,6,0,69.64,6,N,0,7.72,1.59,1.24,NEUTRAL,421.96,1,28,2,0.55,385.2478,C21H32ClN5O2,7,0,0,4,1,MOL,Small molecule,1986,0,1,0,1
674371,100208,Cl.Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,MIDAZOLAM HYDROCHLORIDE,325.77,4.13,2,0,30.18,1,N,0,6.03,3.8,3.78,NEUTRAL,362.23,3,23,0,0.67,325.0782,C18H14Cl2FN3,3,0,0,4,1,MOL,Small molecule,1985,0,1,0,1
674387,100207,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C,OXANDROLONE,306.44,3.06,3,1,46.53,0,N,0,,3.39,3.39,NEUTRAL,306.44,0,22,1,0.7,306.2195,C19H30O3,3,1,0,4,1,MOL,Small molecule,1964,1,1,0,1
674621,-1,O.CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](C)C(=O)O.CC(=O)O,Saralasin Acetate,912.05,-4.54,13,13,355.04,26,N,3,13.34,-2.61,-5.88,ZWITTERION,990.11,2,65,3,0.02,911.4977,C44H71N13O13,23,14,2,4,1,BOTH,Protein,1982,0,0,0,1
674698,-1,[NH4+].CC(O)C(=O)[O-],Ammonium Lactate,,,,,,,,,,,,,107.11,,,,,,C3H9NO3,,,,4,1,MOL,Small molecule,1985,0,1,0,1
674742,100208,Cl.Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C,OXYMETAZOLINE HYDROCHLORIDE,260.37,3.28,3,2,44.62,3,N,0,10.61,3.76,1.79,BASE,296.84,1,19,0,0.88,260.1889,C16H25ClN2O,3,2,0,4,1,MOL,Small molecule,1986,0,2,0,1
674757,-1,[Na+].COc1ccc2cc(ccc2c1)[C@H](C)C(=O)[O-],Naproxen Sodium,230.26,2.85,3,1,46.53,3,Y,0,,2.88,0.35,ACID,252.24,2,17,0,0.88,230.0943,C14H13NaO3,3,1,0,4,1,MOL,Small molecule,1980,0,2,0,1
674764,-1,Cl.CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,Acebutolol Hydrochloride,336.43,1.62,5,3,87.66,10,N,0,9.4,1.77,-0.3,BASE,372.89,1,24,1,0.57,336.2049,C18H29ClN2O4,6,3,0,4,1,MOL,Small molecule,1984,0,1,0,1
674771,-1,[Na+].CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)[O-])c4ccccc4)C(=O)C1=O,Piperacillin Sodium,517.55,-0.08,8,3,181.72,6,N,1,,1,-2.73,ACID,539.54,1,36,2,0.35,517.1631,C23H26N5NaO7S,12,3,1,4,1,MOL,Small molecule,1981,1,1,0,1
674850,-1,[Na+].CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I,Tyropanoate Sodium,641.02,4.85,3,2,66.4,7,N,1,,3.68,0.86,ACID,663,1,22,1,0.42,640.8421,C15H17I3NNaO3,4,2,0,4,0,MOL,Small molecule,1969,0,0,0,1
674881,-1,[Na+].COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C,Rabeprazole Sodium,359.44,2.37,5,1,96.31,8,N,0,4.54,2.1,2.09,NEUTRAL,381.42,3,25,1,0.62,359.1304,C18H20N3NaO3S,6,1,0,4,1,MOL,Small molecule,1999,0,1,0,1
674962,-1,Cl.CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,Quinapril Hydrochloride,438.52,0.66,6,2,95.94,10,N,0,5.31,4.79,1.24,ACID,474.98,2,32,1,0.53,438.2155,C25H31ClN2O5,7,2,0,4,1,MOL,Small molecule,1991,0,1,0,1
674978,100207,[Br-].C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3,GLYCOPYRROLATE BROMIDE,318.43,1.46,3,1,46.53,5,N,0,,-0.96,-0.96,NEUTRAL,398.33,1,23,2,0.66,318.2069,C19H28BrNO3,4,1,0,4,1,MOL,Small molecule,1961,0,1,0,1
674988,-1,O.Cl.NCCCC(N)(C(F)F)C(=O)O,Eflornithine Hydrochloride,182.17,-3.22,4,3,89.34,5,N,0,10.45,0.09,-2.46,ZWITTERION,236.64,0,12,0,0.42,182.0867,C6H15ClF2N2O3,4,5,0,4,1,MOL,Small molecule,1990,0,1,0,1
675116,100208,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC5CCCC5)ccc34)[C@@H]1CC[C@@]2(O)C#C,QUINESTROL,364.52,6.51,2,1,29.46,2,N,1,,6.38,6.38,NEUTRAL,364.52,1,27,1,0.61,364.2402,C25H32O2,2,1,1,4,1,MOL,Small molecule,1982,1,0,0,1
675698,100207,CN1CCC(=C2c3ccccc3CCn4c(C=O)cnc24)CC1,ALCAFTADINE,307.39,2.83,3,0,38.13,1,N,0,8.77,2.66,1.07,BASE,307.39,2,23,1,0.76,307.1685,C19H21N3O,4,0,0,4,1,MOL,Small molecule,2010,0,1,0,1
675699,-1,CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC)C(=O)[C@]13C)C5(C)C)C,Cabazitaxel,835.93,3.4,14,3,202.44,15,N,2,,3.3,3.3,NEUTRAL,835.93,2,60,2,0.17,835.3779,C45H57NO14,15,3,1,4,1,MOL,Small molecule,2010,1,1,0,1
80209,100207,CN(C)CC\C=C/1\c2ccccc2Sc3ccc(Cl)cc13,CHLORPROTHIXENE,315.86,5.12,2,0,28.54,3,N,1,9.05,5.21,3.57,BASE,315.86,2,21,0,0.79,315.0848,C18H18ClNS,1,0,1,4,1,MOL,Small molecule,1967,0,0,0,1
82047,100208,[Na+].[Na+].CCCc1c2OC(=CC(=O)c2cc3C(=O)C=C(N(CC)c13)C(=O)[O-])C(=O)[O-],NEDOCROMIL SODIUM,371.34,2.59,8,2,121.2,5,N,0,,1.3,-3.45,ACID,415.3,1,27,0,0.81,371.1005,C19H15NO7.2Na,8,2,0,4,1,MOL,Small molecule,1992,0,1,0,1
111390,100208,CN1C(=O)CC(=O)N(c2ccccc2)c3cc(Cl)ccc13,CLOBAZAM,300.74,2.74,2,0,40.62,1,N,0,,1.25,1.22,NEUTRAL,300.74,2,21,1,0.76,300.0666,C16H13ClN2O2,4,0,0,4,1,MOL,Small molecule,2005,0,1,0,1
1285394,-1,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COc2ccccc2,Tafluprost,452.53,4.33,5,2,75.99,13,N,0,,3.83,3.83,NEUTRAL,452.53,1,32,3,0.27,452.2374,C25H34F2O5,5,2,0,4,1,MOL,Small molecule,2012,1,1,0,1
1376009,-1,CCOCCn1c(nc2ccccc12)N3CCCN(C)CC3.OC(=O)\C=C\C(=O)O.OC(=O)\C=C\C(=O)O,Emedastine Difumarate,302.41,2.49,4,0,33.53,5,N,0,8.86,2.78,1.33,BASE,534.56,2,22,1,0.8,302.2107,C25H34N4O9,5,0,0,4,1,MOL,Small molecule,1997,0,1,0,1
1378002,-1,Cl.CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccccc2,LEVOMILNACIPRAN HYDROCHLORIDE,246.35,1.29,2,1,46.33,5,N,0,10.36,0.83,-1.92,BASE,282.81,1,18,0,0.85,246.1732,C15H23ClN2O,3,2,0,4,1,MOL,Small molecule,2013,0,1,0,1
1379644,-1,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].O[C@@H]1[C@@H](O)[C@@H]2O[C@H]3O[C@H](CSCCC(=O)[O-])[C@@H](O[C@H]4O[C@H](CSCCC(=O)[O-])[C@@H](O[C@H]5O[C@H](CSCCC(=O)[O-])[C@@H](O[C@H]6O[C@H](CSCCC(=O)[O-])[C@@H](O[C@H]7O[C@H](CSCCC(=O)[O-])[C@@H](O[C@H]8O[C@H](CSCCC(=O)[O-])[C@@H](O[C@H]9O[C@H](CSCCC(=O)[O-])[C@@H](O[C@H]1O[C@@H]2CSCCC(=O)[O-])[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)C6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,SUGAMMADEX SODIUM,2002.15,,,,,,,,,,,,2178.01,,,,,2000.4089,C72H104Na8O48S8,,,,4,1,MOL,Unknown,2015,0,1,0,1
1592294,-1,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]4N[C@@H](COCCOC)O[C@H]([C@H]4C)[C@]1(C)O,Dirithromycin,835.07,1.87,16,5,196.32,12,N,2,8.16,3.38,2.53,NEUTRAL,835.07,0,58,2,0.14,834.5453,C42H78N2O14,16,5,1,4,1,MOL,Small molecule,1995,1,0,0,1
1626740,-1,CC1(C)CCC(=C(C1)c2ccc(Cl)cc2)CN3CCN(CC3)c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c(c5)N(=O)=O)c(Oc7cnc8[nH]ccc8c7)c4,VENETOCLAX,868.44,7.94,11,3,183.08,13,N,3,6.69,8.05,6.02,ACID,868.44,5,61,0,0.1,867.3181,C45H50ClN7O7S,14,3,2,4,1,MOL,Small molecule,2016,0,1,0,1
16308,100207,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2,FLURBIPROFEN,244.26,3.68,2,1,37.29,3,N,0,,3.66,0.52,ACID,244.26,2,18,0,0.89,244.09,C15H13FO2,2,1,0,4,1,MOL,Small molecule,1986,0,1,0,1
175106,100208,O[C@@H](CC[C@@H]1[C@H](N(C1=O)c2ccc(F)cc2)c3ccc(O)cc3)c4ccc(F)cc4,EZETIMIBE,409.43,4.63,3,2,60.77,6,N,0,,3.96,3.96,NEUTRAL,409.43,3,30,1,0.58,409.1489,C24H21F2NO3,4,2,0,4,1,MOL,Small molecule,2002,0,1,0,1
18694,100208,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,CELECOXIB,381.37,4.43,3,1,86.36,4,N,0,,2.59,2.59,NEUTRAL,381.37,3,26,0,0.73,381.0759,C17H14F3N3O2S,5,2,0,4,1,MOL,Small molecule,1998,0,1,1,1
210388,-1,Cl.OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,Ciprofloxacin Hydrochloride,331.34,-1.27,6,2,72.88,3,N,0,8.68,1.63,-0.29,ZWITTERION,367.8,1,24,1,0.67,331.1332,C17H19ClFN3O3,6,2,0,4,1,MOL,Small molecule,1987,0,1,0,1
22641,59306,CC(C)(C)c1cc(SC(C)(C)Sc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,Probucol,516.84,9.78,4,2,91.06,8,N,2,,9,9,NEUTRAL,516.84,2,35,2,0.27,516.3096,C31H48O2S2,2,2,1,4,1,MOL,Small molecule,1977,0,0,0,1
230691,100208,OC(=O)CCCCCCCC(=O)O,AZELAIC ACID,188.22,1.92,4,2,74.59,8,N,0,,1.2,-3.42,ACID,188.22,0,13,1,0.57,188.1049,C9H16O4,4,2,0,4,1,MOL,Small molecule,1995,0,1,0,1
264453,-1,CC(C(=O)O)c1ccc2c(c1)[nH]c3ccc(Cl)cc23,Carprofen,273.71,4.11,2,2,53.09,2,N,0,,3.84,1.36,ACID,273.71,3,19,0,0.74,273.0557,C15H12ClNO2,3,2,0,4,1,MOL,Small molecule,1987,0,0,0,1
271725,-1,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N,Pentagastrin,767.89,1.34,10,8,276.2,22,N,2,,2.27,-0.83,ACID,767.89,3,54,0,0.07,767.3312,C37H49N7O9S,16,9,2,4,0,MOL,Small molecule,1974,0,0,0,1
29637,-1,COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3,Mebendazole,295.29,3.06,4,2,84.08,4,N,0,4.7,2.83,2.83,NEUTRAL,295.29,3,22,1,0.72,295.0957,C16H13N3O3,6,2,0,4,1,MOL,Small molecule,1974,0,1,0,1
317124,92167,NC(=O)C[S+]([O-])C(c1ccccc1)c2ccccc2,MODAFINIL,273.35,1.73,2,1,79.37,5,N,0,,1.18,1.18,NEUTRAL,273.35,2,19,0,0.9,273.0823,C15H15NO2S,3,2,0,4,1,MOL,Small molecule,1998,0,1,0,1
319858,-1,CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O,PALBOCICLIB,447.53,2.8,8,2,103.35,5,N,0,8.66,2.14,1.06,BASE,447.53,2,33,1,0.68,447.2383,C24H29N7O2,9,2,0,4,1,MOL,Small molecule,2015,0,1,0,1
366271,100208,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,TELBIVUDINE,242.23,-1.24,5,3,99.1,2,N,0,,-0.84,-0.85,NEUTRAL,242.23,0,17,0,0.56,242.0903,C10H14N2O5,7,3,0,4,1,MOL,Small molecule,2006,1,1,0,1
405366,75454,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O,GLIMEPIRIDE,490.62,3.78,5,3,133.06,7,N,0,,3.45,1.51,ACID,490.62,1,34,0,0.54,490.225,C24H34N4O5S,9,3,0,4,1,MOL,Small molecule,1995,0,1,0,1
446279,-1,Cl.COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C,,527.52,0.63,11,5,185.84,4,N,2,8.68,0.54,-1.15,BASE,563.98,2,38,1,0.35,527.1791,C27H30ClNO10,11,6,2,4,1,MOL,Small molecule,1979,1,1,0,1
454578,64853,Nc1nc(cs1)\C(=C\CC(=O)O)\C(=O)N[C@H]2[C@H]3SCC=C(N3C2=O)C(=O)O,ceftibuten,410.42,-0.54,9,4,216.45,6,N,0,3.75,-3.19,-7.94,ACID,410.42,1,27,2,0.35,410.0355,C15H14N4O6S2,10,5,0,4,1,MOL,Small molecule,1995,1,1,0,1
456266,-1,Cl.CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,Topotecan Hydrochloride,421.45,1.58,7,2,103.2,3,N,0,7.65,0.32,-0.32,NEUTRAL,457.91,2,31,1,0.73,421.1638,C23H24ClN3O5,8,2,0,4,1,MOL,Small molecule,1996,1,1,0,1
508667,100208,Cl.COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,DONEPEZIL HYDROCHLORIDE,379.49,4.57,4,0,38.77,6,N,0,8.84,3.91,2.47,BASE,415.95,2,28,0,0.74,379.2147,C24H30ClNO3,4,0,0,4,1,MOL,Small molecule,1996,0,1,0,1
51182,100208,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,CYTARABINE,243.22,-2.4,7,4,128.61,2,N,0,4.26,-1.81,-1.81,NEUTRAL,243.22,0,17,0,0.43,243.0855,C9H13N3O5,8,5,0,4,1,MOL,Small molecule,1969,1,1,0,1
529987,100208,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OS(=O)(=O)O,HYDROXYCHLOROQUINE SULFATE,335.87,3.46,4,2,48.39,9,N,0,8.87,3.53,2,BASE,433.95,2,23,0,0.74,335.1764,C18H28ClN3O5S,4,2,0,4,1,MOL,Small molecule,1955,0,1,0,1
596044,100208,Cl.C1CN2C[C@@H](N=C2S1)c3ccccc3,LEVAMISOLE HYDROCHLORIDE,204.29,2.29,3,0,40.9,1,Y,0,10,1.84,-0.06,BASE,240.75,1,14,0,0.7,204.0721,C11H13ClN2S,2,0,0,4,1,MOL,Small molecule,1990,0,0,0,1
63649,100208,Nc1cccc2C(=O)N(Cc12)C3CCC(=O)NC3=O,LENALIDOMIDE,259.26,-0.52,4,2,92.5,1,N,0,2.77,-1.47,-1.47,NEUTRAL,259.26,1,19,2,0.52,259.0957,C13H13N3O3,6,3,0,4,1,MOL,Small molecule,2005,0,1,0,1
674299,100208,O[N+](=O)[O-].Clc1ccc(CSC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,SULCONAZOLE NITRATE,397.75,5.73,2,0,43.12,6,N,1,6.55,4.36,4.31,NEUTRAL,460.76,3,24,0,0.53,396.0022,C18H16Cl3N3O3S,2,0,1,4,1,MOL,Small molecule,1985,0,1,0,1
674595,100208,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)C(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])C(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-],FONDAPARINUX SODIUM,1508.26,,,,,,,,,,,,1728.08,,,,,1506.9513,C31H43N3Na10O49S8,,,,4,1,MOL,Oligosaccharide,2001,0,1,0,1
674726,-1,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O,Leuprolide Acetate,1209.4,,,,,,,,,,,,1269.45,,,,,1208.6455,C61H88N16O14,,,,4,1,MOL,Protein,1985,0,1,0,1
674768,-1,Cl.CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2,LEVOMETHADYL ACETATE HYDROCHLORIDE,353.5,4.74,3,0,29.54,9,N,0,9.4,4.24,2.27,BASE,389.96,2,26,1,0.61,353.2355,C23H32ClNO2,3,0,0,4,1,MOL,Small molecule,1993,0,-2,1,1
674904,100207,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,HYDROCORTISONE PROBUTATE,488.61,3.83,7,1,106.97,9,N,0,,3.9,3.9,NEUTRAL,488.61,0,35,1,0.49,488.2774,C28H40O7,7,1,0,4,1,MOL,Small molecule,1997,1,1,0,1
674927,100208,Cl.C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)C,IDARUBICIN HYDROCHLORIDE,497.49,0.64,10,5,176.61,3,N,0,8.67,1.44,-0.04,BASE,533.95,2,36,1,0.38,497.1686,C26H28ClNO9,10,6,1,4,1,MOL,Small molecule,1990,1,1,0,1
674989,-1,CCCCCCc1ccc(O)cc1O.Nc2c3ccccc3nc4ccccc24,Acrisorcin,,,,,,,,,,,,,388.5,,,,,,C25H28N2O2,,,,4,1,MOL,Small molecule,1982,0,0,0,1
675067,-1,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c4ccccc4)C(=O)N2[C@H]1C(=O)O,Hetacillin,389.47,-1.97,6,2,115.25,3,N,0,5.09,8.43,4.71,ACID,389.47,1,27,1,0.58,389.1409,C19H23N3O4S,7,2,0,4,1,MOL,Small molecule,1982,1,0,0,1
675085,100207,CCCCC(F)(F)[C@@]1(O)CC[C@@H]2[C@@H](CCCCCCC(=O)O)C(=O)C[C@H]2O1,LUBIPROSTONE,390.46,3.85,5,2,83.83,11,N,0,,3.84,1.24,ACID,390.46,0,27,1,0.52,390.2218,C20H32F2O5,5,2,0,4,1,MOL,Small molecule,2006,1,1,0,1
675130,-1,O.Cc1ccc(cc1)S(=O)(=O)O.Cc2ccc(cc2)S(=O)(=O)O.CS(=O)(=O)CCNCc3oc(cc3)c4ccc5ncnc(Nc6ccc(OCc7cccc(F)c7)c(Cl)c6)c5c4,Lapatinib Ditosylate,581.06,6.04,7,2,114.72,11,N,2,6.34,6.3,6.26,NEUTRAL,943.48,5,40,1,0.18,580.1347,C43H44ClFN4O11S3,8,2,1,4,1,MOL,Small molecule,2007,0,1,0,1
685974,-1,O=C1N(C=C(C=C1c2ccccc2C#N)c3ccccn3)c4ccccc4,Perampanel,349.38,3.57,3,0,56.99,3,N,0,4.73,1.36,1.36,NEUTRAL,349.38,3,27,0,0.73,349.1215,C23H15N3O,4,0,0,4,1,MOL,Small molecule,2012,0,1,0,1
699416,100208,Cl.COc1cccc(c1)C2(O)CCCCC2CN(C)C,TRAMADOL HYDROCHLORIDE,263.38,2.7,3,1,32.7,4,N,0,9.61,2.32,0.29,BASE,299.84,1,19,0,0.91,263.1885,C16H26ClNO2,3,1,0,4,1,MOL,Small molecule,1995,0,1,0,1
699421,-1,[Na+].CCCCCOc1ccc(cc1)c2onc(c2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)c(OS(=O)(=O)[O-])c7)[C@H](O)CC(=O)N,Micafungin Sodium,1270.27,,,,,,,,,,,,1292.26,,,,,1269.4384,C56H70N9NaO23S,,,,4,1,MOL,Small molecule,2005,1,1,0,1
716337,84147,CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,,386.47,4.49,4,2,95.97,5,N,0,4.3,2.39,2.39,NEUTRAL,386.47,4,28,0,0.53,386.1201,C22H18N4OS,5,2,0,4,1,MOL,Small molecule,2012,0,1,0,1
83515,-1,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc12)OCOC(=O)C(C)(C)C,Adefovir Dipivoxil,501.47,1.67,12,1,176.79,15,N,2,4.16,2.27,2.27,NEUTRAL,501.47,2,34,4,0.16,501.1988,C20H32N5O8P,13,2,1,4,1,MOL,Small molecule,2002,1,1,0,1
1158402,-1,OP(=O)(O)O.N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,Ruxolitinib Phosphate,306.37,2.88,4,1,83.18,4,N,0,3.67,2.07,2.07,NEUTRAL,404.36,3,23,0,0.8,306.1593,C17H21N6O4P,6,1,0,4,1,MOL,Small molecule,2011,0,1,0,1
11819,59306,CC(C)c1cccc(C(C)C)c1O,Propofol,178.27,3.98,1,1,20.23,2,N,0,,3.66,3.66,NEUTRAL,178.27,1,13,0,0.73,178.1358,C12H18O,1,1,0,4,1,MOL,Small molecule,1989,0,1,0,1
121124,-1,CS(=O)(=O)O.Oc1ccc(cc1)C2CNCCc3c(Cl)c(O)c(O)cc23,Fenoldopam Mesylate,305.76,3.05,4,4,72.72,1,N,0,9.49,2.06,0.21,BASE,401.86,2,21,1,0.61,305.0819,C17H20ClNO6S,4,4,0,4,1,MOL,Small molecule,1997,0,1,0,1
1279,75456,CC(C)NCC(O)COc1ccc(CC(=O)N)cc1,ATENOLOL,266.34,0.67,4,3,84.58,8,N,0,9.43,0.34,-1.76,BASE,266.34,1,19,0,0.65,266.163,C14H22N2O3,5,4,0,4,1,MOL,Small molecule,1981,0,1,0,1
1331852,-1,CC(C)(C)c1cc(c(NC(=O)C2=CNc3ccccc3C2=O)cc1O)C(C)(C)C,Ivacaftor,392.49,4.52,4,3,78.43,4,N,0,1.15,3.13,3.13,NEUTRAL,392.49,2,29,1,0.67,392.21,C24H28N2O3,5,3,0,4,1,MOL,Small molecule,2012,0,1,0,1
1339907,-1,Cl.CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc(Cl)c3Cl)CC1,CARIPRAZINE HYDROCHLORIDE,427.41,4.55,3,1,38.82,5,N,0,7.83,4.1,3.82,NEUTRAL,463.87,1,28,0,0.75,426.1953,C21H33Cl3N4O,5,1,0,4,1,MOL,Small molecule,2015,0,1,0,1
1378013,-1,Cl.COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,OLODATEROL HYDROCHLORIDE,386.44,1.88,6,4,100.05,7,N,0,9.06,2.55,0.86,BASE,422.9,2,28,0,0.58,386.1842,C21H27ClN2O5,7,4,0,4,1,MOL,Small molecule,2014,0,1,0,1
221962,84147,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,,259.34,2.83,2,1,38.33,4,N,0,,2.29,2.29,NEUTRAL,259.34,1,19,0,0.9,259.1572,C16H21NO2,3,1,0,4,1,MOL,Small molecule,2005,0,1,0,1
237298,-1,CC(C)C[C@H](NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](Cc1ccc(O)cc1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc3ccc(Cl)cc3)NC(=O)[C@@H](Cc4ccc5ccccc5c4)NC(=O)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N6CCC[C@H]6C(=O)N[C@H](C)C(=O)N,Abarelix,1416.06,,,,,,,,,,,,1416.06,,,,,1414.6841,C72H95ClN14O14,,,,4,1,BOTH,Protein,2003,0,0,0,1
249814,-1,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34.CS(=O)(=O)O,PERGOLIDE MESYLATE,314.49,4.11,2,1,44.33,4,N,0,7.98,3.9,2.5,NEUTRAL,410.59,2,22,0,0.92,314.1817,C19H26N2S.CH4O3S,2,1,0,4,1,MOL,Small molecule,1988,1,-2,1,1
