molregno,doc_id,company,country,dosage_form,route,trade_name,approval_date,ad_type,oral,topical,parenteral,rn
674927,100208,Pfizer,USA,INJECTABLE,INJECTION,IDAMYCIN PFS,1997-02-17,RX,0,0,1,1
675017,93390,Pfizer,USA,TABLET,ORAL,VENLAFAXINE HYDROCHLORIDE,2010-12-14,RX,1,0,0,1
675067,-1,Biogglan Labs,UK,FOR SUSPENSION,ORAL,VERSAPEN,1982-01-01,DISCN,1,0,0,1
675116,100208,Carter-Wallace,USA,TABLET,ORAL,ESTROVIS,1982-01-01,DISCN,1,0,0,1
675143,-1,Cephalon,USA,TABLET,ORAL,ARMODAFINIL,2016-11-28,RX,1,0,0,1
675546,-1,Ohmeda Pharm. Prods.,USA,SUSPENSION,INTRATRACHEAL,SURVANTA,1991-07-01,RX,0,0,1,1
675698,100207,3M Pharmaceuticals,USA,SOLUTION/DROPS,OPHTHALMIC,LASTACAFT,2010-07-28,RX,0,1,0,1
675700,100207,Carter-Wallace,USA,EMULSION,OPHTHALMIC,DUREZOL,2008-06-23,RX,0,1,0,1
685974,-1,Elorac,USA,TABLET,ORAL,FYCOMPA,2012-10-22,RX,1,0,0,1
705121,-1,Pfizer,USA,SOLUTION/DROPS,OPHTHALMIC,CYSTARAN,2012-10-02,RX,0,1,0,1
8130,64046,Pfizer,USA,SUPPOSITORY,URETHRAL,MUSE,1996-11-19,RX,0,1,0,1
84644,-1,Forest,USA,CAPSULE,ORAL,DANTRIUM,1982-01-01,RX,1,0,0,1
95909,-1,Pfizer,USA,CAPSULE,ORAL,TEMAZEPAM,1986-07-07,RX,1,0,0,1
95969,-1,Carter-Wallace,USA,CAPSULE,ORAL,CENTRAX,1982-01-01,DISCN,1,0,0,1
10009,58273,Bristol-Myers Squibb,USA,SOLUTION,INTRAVESICAL,DIMETHYL SULFOXIDE,2002-11-29,RX,0,0,1,1
102584,17205,Taiho,Japan,TABLET,ORAL,LONSURF,2015-09-22,RX,1,0,0,1
1038357,-1,Merck-Serono,Germany,TABLET,ORAL,VIIBRYD,2011-01-21,RX,1,0,0,1
12465,100207,Roche,Switzerland,INJECTABLE,INJECTION,COACTIN,1984-12-21,DISCN,0,0,1,1
1248732,-1,Pfizer,USA,POWDER,IV (INFUSION),LEVOLEUCOVORIN CALCIUM,2016-06-16,RX,0,0,1,1
1277553,100208,Bayer-Schering,Germany,TABLET,ORAL,STIVARGA,2012-09-27,RX,1,0,0,1
1331852,-1,Vertex,USA,TABLET,ORAL,ORKAMBI,2016-09-28,RX,1,0,0,1
1363818,100207,SanofiAventis,France,TABLET,ORAL,WINSTROL,1984-05-14,DISCN,1,0,0,1
13758,67072,Pfizer,USA,TABLET,ORAL,DIFLUCAN,1990-01-29,RX,1,0,0,1
1376111,100207,Johnson & Johnson,USA,"TABLET, EXTENDED RELEASE",ORAL,INVOKAMET XR,2016-09-20,RX,1,0,0,1
1378885,-1,Pfizer,USA,TABLET,ORAL,DUAVEE,2013-10-03,RX,1,0,0,1
1380602,100208,SanofiAventis,France,SOLUTION,SUBCUTANEOUS,SOLIQUA 100/33,2016-11-21,RX,0,0,1,1
1417028,-1,Amgen,USA,TABLET,ORAL,CORLANOR,2015-04-15,RX,1,0,0,1
1449158,59327,Pfizer,USA,INJECTABLE,INJECTION,VISUDYNE,2000-04-12,RX,0,0,1,1
149095,14010,Pfizer,USA,OINTMENT,OPHTHALMIC,VIRA-A,1982-01-01,DISCN,0,1,0,1
1543312,-1,Pfizer,USA,TABLET,SUBLINGUAL,BUPRENORPHINE HYDROCHLORIDE,2015-02-19,RX,0,1,0,1
1570706,-1,Novartis,Switzerland,CAPSULE,ORAL,ZYKADIA,2014-04-29,RX,1,0,0,1
158276,16073,Eli Lilly,USA,TABLET,ORAL,EVISTA,1997-12-09,RX,1,0,0,1
164064,11204,Bristol-Myers Squibb,USA,INJECTABLE,INJECTION,KINEVAC,1982-01-01,RX,0,0,1,1
17169,45217,Roche,Switzerland,CAPSULE,ORAL,FORTOVASE,1997-11-07,DISCN,1,0,0,1
191342,84147,Merck,USA,"TABLET, EXTENDED RELEASE",ORAL,CLARINEX D 24 HOUR,2005-03-03,RX,1,0,0,1
1926823,-1,Merck,USA,TABLET,SUBLINGUAL,SAPHRIS,2015-03-12,RX,0,1,0,1
21523,100117,AstraZeneca,UK,TABLET,ORAL,ACCOLATE,1999-09-17,RX,1,0,0,1
21697,17127,Merck,USA,TABLET,ORAL,VIOXX,1999-05-20,DISCN,1,0,0,1
227437,-1,Otsuka,Japan,TABLET,ORAL,SAMSCA,2009-05-19,RX,1,0,0,1
237298,16291,3M Pharmaceuticals,USA,INJECTABLE,INTRAMUSCULAR,PLENAXIS,2003-11-25,DISCN,0,0,1,1
31289,15181,Dow AgroSciences,USA,"TABLET, EXTENDED RELEASE",ORAL,AMPYRA,2010-01-22,RX,1,0,0,1
321696,72540,Altana,Germany,TABLET,ORAL,DALIRESP,2011-02-28,RX,1,0,0,1
33216,30199,Allergan,USA,GEL,TOPICAL,PANRETIN,1999-02-02,RX,0,1,0,1
364141,91842,3M Pharmaceuticals,USA,TABLET,ORAL,ORAP,1997-08-27,RX,1,0,0,1
366279,92556,Johnson & Johnson,USA,CAPSULE,ORAL,TOPAMAX,1998-10-26,RX,1,0,0,1
37316,76159,Ohmeda Pharm. Prods.,USA,TABLET,ORAL,KALETRA,2007-11-09,RX,1,0,0,1
373856,-1,Pfizer,USA,INJECTABLE,INJECTION,ZOSYN IN PLASTIC CONTAINER,1998-02-24,RX,0,0,1,1
399361,100208,Merck,USA,CAPSULE,ORAL,APREPITANT,2012-09-24,RX,1,0,0,1
40536,8104,Pfizer,USA,SOLUTION/DROPS,OPHTHALMIC,PROLENSA,2013-04-05,RX,0,1,0,1
417163,-1,Gilead Sciences,USA,TABLET,ORAL,TRUVADA,2016-03-10,RX,1,0,0,1
421032,100207,Bayer-Schering,Germany,TABLET,ORAL,DROSPIRENONE AND ETHINYL ESTRADIOL,2009-03-30,RX,1,0,0,1
430597,100207,GlaxoSmithKline,UK,CREAM,TOPICAL,DENAVIR,1996-09-24,RX,0,1,0,1
444191,-1,Monsanto,USA,"TABLET, EXTENDED RELEASE",ORAL,MINIPRESS XL,1992-01-29,DISCN,1,0,0,1
444419,100208,3M Pharmaceuticals,USA,CREAM,TOPICAL,MONISTAT-DERM,1982-01-01,DISCN,0,1,0,1
453578,44874,Pfizer,USA,INJECTABLE,INJECTION,NIPENT,1991-10-11,RX,0,0,1,1
47675,46650,GlaxoSmithKline,UK,SOLUTION/DROPS,OPHTHALMIC,HERPLEX,1982-01-01,DISCN,0,1,0,1
520269,-1,Access,USA,OINTMENT,TOPICAL,EUCRISA,2016-12-14,RX,0,1,0,1
550857,-1,Pfizer,USA,"TABLET, EXTENDED RELEASE",ORAL,ACTOPLUS MET XR,2009-05-12,RX,1,0,0,1
5638,20145,Pfizer,USA,CAPSULE,ORAL,TIKOSYN,1999-10-01,RX,1,0,0,1
56831,57581,Semafore,USA,GEL,TOPICAL,LAMISIL,1998-04-29,DISCN,0,1,0,1
5797,49170,SRI International,USA,INJECTABLE,INJECTION,ADENOSINE,2008-10-31,RX,0,0,1,1
61945,100207,Asta Medica,Germany,TABLET,ORAL,POTIGA,2011-06-10,RX,1,0,0,1
626453,-1,Scotia Pharmaceuticals,UK,TABLET,ORAL,EPLERENONE,2008-07-30,RX,1,0,0,1
630439,-1,Alfa Wassermann,Italy,TABLET,ORAL,AMIODARONE HYDROCHLORIDE,2016-10-04,RX,1,0,0,1
674319,100207,Elorac,USA,SOLUTION,ORAL,CHYMEX,1983-12-29,DISCN,1,0,0,1
674325,100208,Pfizer,USA,TABLET,ORAL,AROMASIN,1999-10-21,RX,1,0,0,1
674333,-1,Merck,USA,TABLET,ORAL,BEPADIN,1990-12-28,DISCN,1,0,0,1
674350,100208,Bristol-Myers Squibb,USA,TABLET,ORAL,BUSPIRONE HYDROCHLORIDE,2002-03-01,RX,1,0,0,1
674482,-1,3M Pharmaceuticals,USA,INJECTABLE,INJECTION,ALFENTA,1986-12-29,RX,0,0,1,1
674485,-1,Pfizer,USA,TABLET,ORAL,MOEXIPRIL HYDROCHLORIDE,2008-06-02,RX,1,0,0,1
674496,59306,Pfizer,USA,CREAM,TOPICAL,DIFLORASONE DIACETATE,1998-03-30,DISCN,0,1,0,1
674575,59306,Scotia Pharmaceuticals,UK,TABLET,ORAL-20,OVULEN,1982-01-01,DISCN,1,0,0,1
674696,-1,Novartis,Switzerland,CAPSULE,ORAL,TRASICOR,1983-12-28,DISCN,1,0,0,1
674764,-1,SanofiAventis,France,CAPSULE,ORAL,ACEBUTOLOL HYDROCHLORIDE,1999-12-30,RX,1,0,0,1
674906,-1,Roche,Switzerland,INJECTABLE,INJECTION,CELLCEPT,1998-08-12,RX,0,0,1,1
674935,-1,Pfizer,USA,TABLET,ORAL,AMVAZ,2003-10-31,DISCN,1,0,0,1
674956,-1,GlaxoSmithKline,UK,INJECTABLE,INJECTION,MONOCID,1993-07-26,DISCN,0,0,1,1
674994,-1,Biogglan Labs,UK,INJECTABLE,INJECTION,CEFADYL,1982-01-01,DISCN,0,0,1,1
674995,-1,Angelini Group,Italy,SOLUTION/DROPS,OPHTHALMIC,DAPIPRAZOLE HYDROCHLORIDE,1990-12-31,DISCN,0,1,0,1
675059,-1,Pfizer,USA,INJECTABLE,IV (INFUSION),VAPRISOL,2005-12-29,DISCN,0,0,1,1
675100,100208,Essential Nutrition,UK,"CAPSULE, EXTENDED RELEASE",ORAL,EMBEDA,2009-08-13,RX,1,0,0,1
675135,-1,Beaufour-Ipsen,France,SOLUTION,SUBCUTANEOUS,SOMATULINE DEPOT,2007-08-30,RX,0,0,1,1
675593,-1,Baxter Healthcare Corp.,USA,INJECTABLE,INJECTION,CHYMODIACTIN,1984-08-21,DISCN,0,0,1,1
675733,-1,Merck,USA,POWDER,INTRAVENOUS,EMEND,2010-11-12,RX,0,0,1,1
675815,93472,Novo-Nordisk,Denmark,SOLUTION,SUBCUTANEOUS,XULTOPHY 100/3.6,2016-11-21,RX,0,0,1,1
699450,-1,GlaxoSmithKline,UK,INJECTABLE,INJECTION,NUROMAX,1991-03-07,DISCN,0,0,1,1
95970,100207,Merck,USA,TABLET,ORAL,PAXIPAM,1982-01-01,DISCN,1,0,0,1
112090,48667,Topotarget,Denmark,TABLET,ORAL,FERRIPROX,2011-10-14,RX,1,0,0,1
1123018,100208,3M Pharmaceuticals,USA,TABLET,ORAL,CRESTOR,2003-08-12,RX,1,0,0,1
119498,65938,Ligand Pharmaceuticals,USA,GEL,TOPICAL,TARGRETIN,2000-06-28,RX,0,1,0,1
121124,-1,Sanwa,Japan,INJECTABLE,INJECTION,CORLOPAM,1997-09-23,RX,0,0,1,1
1285392,-1,Tanabe Seiyaku,Japan,TABLET,ORAL,STENDRA,2012-04-27,RX,1,0,0,1
1377932,-1,Bristol-Myers Squibb,USA,CAPSULE,ORAL,JUXTAPID,2012-12-21,RX,1,0,0,1
1378002,-1,Forest,USA,"CAPSULE, EXTENDED RELEASE",ORAL,FETZIMA,2013-07-25,RX,1,0,0,1
1379337,100208,Merck,USA,INJECTABLE,INTRAMUSCULAR,AVEED,2014-03-05,RX,0,0,1,1
1379644,-1,Merck,USA,SOLUTION,INTRAVENOUS,BRIDION,2015-12-15,RX,0,0,1,1
1383722,100207,GlaxoSmithKline,UK,TABLET,ORAL,TRITEC,1996-08-08,DISCN,1,0,0,1
1406675,-1,Merck,USA,SOLUTION,INHALATION,IPRATROPIUM BROMIDE,1999-04-22,DISCN,0,1,0,1
1449220,-1,Alexza,USA,TABLET,ORAL,MOVANTIK,2014-09-16,RX,1,0,0,1
147,75953,SanofiAventis,France,TABLET,ORAL,NALIDIXIC ACID,1988-06-29,DISCN,1,0,0,1
152751,56112,Johnson & Johnson,USA,INJECTABLE,INJECTION,DROPERIDOL,1986-11-17,DISCN,0,0,1,1
1592407,-1,Bristol-Myers Squibb,USA,TABLET,ORAL,FOSINOPRIL SODIUM,2004-10-15,DISCN,1,0,0,1
1795,52081,Johnson & Johnson,USA,SOLUTION/DROPS,OPHTHALMIC,LEVOFLOXACIN,2010-12-20,RX,0,1,0,1
187696,100207,Merck,USA,CREAM,TOPICAL,ELOCON,1987-05-06,DISCN,0,1,0,1
22641,53496,SanofiAventis,France,TABLET,ORAL,LORELCO,1982-01-01,DISCN,1,0,0,1
249414,53172,SanofiAventis,France,TABLET,ORAL,NILANDRON,1996-09-19,DISCN,1,0,0,1
249814,-1,Eli Lilly,USA,TABLET,ORAL,PERGOLIDE MESYLATE,2003-09-04,DISCN,1,0,0,1
26431,92095,Pfizer,USA,CAPSULE,ORAL,ETODOLAC,1997-07-08,DISCN,1,0,0,1
264453,-1,Roche,Switzerland,TABLET,ORAL,RIMADYL,1987-12-31,DISCN,1,0,0,1
35271,50915,GlaxoSmithKline,UK,OINTMENT,TOPICAL,CENTANY,2002-12-04,RX,0,1,0,1
353011,-1,SanofiAventis,France,SHAMPOO,TOPICAL,CICLOPIROX,2009-11-24,RX,0,1,0,1
364859,13803,Merck,USA,CAPSULE,ORAL,PROGLYCEM,1982-01-01,DISCN,1,0,0,1
368538,57405,Roche,Switzerland,SOLUTION,TOPICAL,FLUOROPLEX,1982-01-01,DISCN,0,1,0,1
373806,90377,GlaxoSmithKline,UK,POWDER,INHALATION,RELENZA,1999-07-26,RX,0,1,0,1
373970,54413,Pfizer,USA,POWDER,IV (INFUSION),TIGECYCLINE,2016-12-01,RX,0,0,1,1
378218,-1,Bayer-Schering,Germany,"TABLET, CHEWABLE",ORAL,NICLOCIDE,1982-05-14,DISCN,1,0,0,1
386457,76327,Roche,Switzerland,CAPSULE,ORAL,CELLCEPT,1995-05-03,RX,1,0,0,1
393942,60623,Roche,Switzerland,CAPSULE,ORAL,FLUCYTOSINE,2011-06-28,RX,1,0,0,1
39857,76763,Dainippon,Japan,CAPSULE,ORAL,ZONISAMIDE,2006-09-29,RX,1,0,0,1
405364,90849,SanofiAventis,France,CAPSULE,ORAL,DANAZOL,2007-04-19,RX,1,0,0,1
405366,75454,SanofiAventis,France,TABLET,ORAL,AMARYL,1995-11-30,RX,1,0,0,1
406189,36989,Actelion,Switzerland,TABLET,ORAL,UPTRAVI,2015-12-21,RX,1,0,0,1
429174,100207,Merck,USA,TABLET,ORAL-21,DESOGEN,1992-12-10,DISCN,1,0,0,1
453121,44874,Bristol-Myers Squibb,USA,TABLET,ORAL,TESLAC,1982-01-01,DISCN,1,0,0,1
453832,100207,Poli Group,Italy,TABLET,ORAL,RENESE,1982-01-01,DISCN,1,0,0,1
454578,64853,Merck,USA,CAPSULE,ORAL,CEDAX,1995-12-20,DISCN,1,0,0,1
48701,62281,Gilead Sciences,USA,INJECTABLE,INJECTION,CIDOFOVIR,2012-07-26,RX,0,0,1,1
50440,53172,Otsuka,Japan,TABLET,ORAL,CILOSTAZOL,2004-12-10,RX,1,0,0,1
508667,100208,Elorac,USA,"TABLET, ORALLY DISINTEGRATING",ORAL,DONEPEZIL HYDROCHLORIDE,2012-12-14,RX,1,0,0,1
52087,56109,Merck,USA,CAPSULE,ORAL,FLUTAMIDE,2001-09-18,RX,1,0,0,1
543228,-1,SanofiAventis,France,TABLET,ORAL,KERLEDEX,1992-10-30,DISCN,1,0,0,1
544765,11845,Abbott Laboratories,USA,TABLET,ORAL,GABITRIL,1999-04-16,RX,1,0,0,1
545509,100208,Repligen,USA,TABLET,ORAL,DILTIAZEM HYDROCHLORIDE,1992-11-05,RX,1,0,0,1
546564,92167,Bristol-Myers Squibb,USA,TABLET,ORAL,BETAPACE AF,2003-04-02,DISCN,1,0,0,1
551224,-1,Kyowa Hakko Kogyo,Japan,SOLUTION/DROPS,OPHTHALMIC,OLOPATADINE HYDROCHLORIDE,2017-01-10,RX,0,1,0,1
551486,-1,Roche,Switzerland,CAPSULE,ORAL,AKYNZEO,2014-10-10,RX,1,0,0,1
554800,-1,Bayer-Schering,Germany,INJECTABLE,INJECTION,ULTRAVIST 150,1995-05-10,RX,0,0,1,1
554892,49149,Bayer-Schering,Germany,"TABLET, EXTENDED RELEASE",ORAL,NISOLDIPINE,2011-01-26,RX,1,0,0,1
59519,15067,Pfizer,USA,POWDER,INHALATION,ADASUVE,2012-12-21,RX,0,1,0,1
602271,74702,Pharmos Corporation,USA,CAPSULE,ORAL,XALKORI,2011-08-26,RX,1,0,0,1
610112,4413,Merck,USA,INJECTABLE,INJECTION,PRIMAXIN,1987-01-08,DISCN,0,0,1,1
626138,62142,Arno Therapeutics,USA,POWDER,IV (INFUSION),KENGREAL,2015-06-22,RX,0,0,1,1
630396,-1,SRI International,USA,TABLET,ORAL,CLOPIDOGREL BISULFATE,2013-03-27,RX,1,0,0,1
674331,100208,GlaxoSmithKline,UK,INJECTABLE,INJECTION,ACYCLOVIR SODIUM,1997-04-22,DISCN,0,0,1,1
674356,-1,SanofiAventis,France,SOLUTION,INHALATION,TORNALATE,1992-02-19,DISCN,0,1,0,1
674362,-1,GlaxoSmithKline,UK,TABLET,ORAL,REQUIP,1997-09-19,RX,1,0,0,1
674376,-1,Ohmeda Pharm. Prods.,USA,TABLET,ORAL,EUTRON,1982-01-01,DISCN,1,0,0,1
674387,100207,Scotia Pharmaceuticals,UK,TABLET,ORAL,OXANDROLONE,2007-06-22,RX,1,0,0,1
674443,-1,Bristol-Myers Squibb,USA,TABLET,ORAL,NEFAZODONE HYDROCHLORIDE,2003-09-16,DISCN,1,0,0,1
674512,98323,Pfizer,USA,TABLET,ORAL,CARDURA,1990-11-02,RX,1,0,0,1
674572,-1,Novartis,Switzerland,TABLET,ORAL,GEMIFLOXACIN MESYLATE,2015-06-15,RX,1,0,0,1
674576,-1,Novartis,Switzerland,INJECTABLE,INJECTION,STRONTIUM CHLORIDE SR-89,2003-01-06,RX,0,0,1,1
674599,-1,Merck,USA,INJECTABLE,INJECTION,ROCURONIUM BROMIDE,2008-12-29,RX,0,0,1,1
674600,54848,Remedy Pharmaceuticals,USA,INJECTABLE,IV (INFUSION),SYNERCID,1999-09-21,RX,0,0,1,1
674623,-1,Pfizer,USA,INJECTABLE,INJECTION,CEFPIRAMIDE SODIUM,1989-01-31,DISCN,0,0,1,1
674629,-1,Bristol-Myers Squibb,USA,CAPSULE,ORAL,ATAZANAVIR SULFATE,2014-04-22,RX,1,0,0,1
674661,-1,Genta Inc,USA,CAPSULE,ORAL,CLOMIPRAMINE HYDROCHLORIDE,1998-04-30,RX,1,0,0,1
674710,100208,Biogglan Labs,UK,CAPSULE,ORAL,ANAGRELIDE HYDROCHLORIDE,2005-04-18,RX,1,0,0,1
674721,100207,Mallinckrodt,USA,TABLET,ORAL,CHOLEBRINE,1982-01-01,DISCN,1,0,0,1
674726,-1,TAP Pharmaceuticals,USA,INJECTABLE,INJECTION,LUPRON DEPOT,1995-10-26,RX,0,0,1,1
674750,-1,Alcon Labs.,USA,SOLUTION/DROPS,OPHTHALMIC,TRAVATAN Z,2006-09-21,RX,0,1,0,1
674787,-1,Roche,Switzerland,CREAM,TOPICAL,OXISTAT,1988-12-30,RX,0,1,0,1
674820,92167,Scotia Pharmaceuticals,UK,INJECTABLE,INJECTION,METRONIDAZOLE HYDROCHLORIDE,1985-10-15,DISCN,0,0,1,1
674885,-1,Johnson & Johnson,USA,TABLET,ORAL-21,ORTHO CYCLEN-21,1989-12-29,DISCN,1,0,0,1
674932,91889,Pfizer,USA,INJECTABLE,IV (INFUSION),EPIRUBICIN HYDROCHLORIDE,2006-09-15,DISCN,0,0,1,1
674962,-1,Pfizer,USA,TABLET,ORAL,ACCURETIC,1999-12-28,RX,1,0,0,1
675038,100207,Pfizer,USA,TABLET,ORAL,CABERGOLINE,2008-04-21,RX,1,0,0,1
675124,100207,Pfizer,USA,SUSPENSION,OPHTHALMIC,HMS,1982-01-01,DISCN,0,1,0,1
675524,-1,UCB,Belgium,INJECTABLE,INJECTION,MYLOTARG,2000-05-17,DISCN,0,0,1,1
675597,100208,Pfizer,USA,INJECTABLE,INJECTION,PHOTOFRIN,1995-12-27,RX,0,0,1,1
675637,-1,Cephalon,USA,INJECTABLE,SUBCUTANEOUS,INCRELEX,2005-08-30,RX,0,0,1,1
675699,76427,SanofiAventis,France,SOLUTION,IV (INFUSION),JEVTANA KIT,2010-06-17,RX,0,0,1,1
675813,100208,Bayer-Schering,Germany,TABLET,ORAL,ESTRADIOL VALERATE AND DIENOGEST,2016-05-06,RX,1,0,0,1
699431,-1,GlaxoSmithKline,UK,TABLET,ORAL,GRANISETRON HYDROCHLORIDE,2008-02-27,RX,1,0,0,1
717,3577,AstraZeneca,UK,TABLET,ORAL,BICALUTAMIDE,2009-07-06,RX,1,0,0,1
721,69796,Lacer,France,TABLET,ORAL,DIAZEPAM,1985-09-04,RX,1,0,0,1
83044,-1,DuPont,USA,INJECTABLE,INJECTION,CEREBYX,1996-08-05,RX,0,0,1,1
92412,-1,Orion Pharma,Finland,TABLET,ORAL,"CARBIDOPA, LEVODOPA AND ENTACAPONE",2012-11-20,RX,1,0,0,1
93895,13992,Pfizer,USA,TABLET,ORAL,ARAVA,1998-09-10,RX,1,0,0,1
101924,100207,GlaxoSmithKline,UK,INJECTABLE,INJECTION,MIVACURIUM CHLORIDE,2009-04-30,DISCN,0,0,1,1
1216,7493,GlaxoSmithKline,UK,TABLET,ORAL,PROLOPRIM,1982-01-01,DISCN,1,0,0,1
127755,54149,Pfizer,USA,TABLET,ORAL,AMICAR,2004-06-24,RX,1,0,0,1
1285394,-1,Merck,USA,SOLUTION/DROPS,OPHTHALMIC,ZIOPTAN,2012-02-10,RX,0,1,0,1
1339278,61872,National Institutes of Health,USA,INJECTABLE,INJECTION,HYDROXYSTILBAMIDINE ISETHIONATE,1982-01-01,DISCN,0,0,1,1
1339907,-1,Gedeon Richter,Hungary,CAPSULE,ORAL,VRAYLAR,2015-09-17,RX,1,0,0,1
1355850,100208,Monsanto,USA,TABLET,ORAL,CHANTIX,2006-05-10,RX,1,0,0,1
1369608,-1,Astellas,Japan,"TABLET, EXTENDED RELEASE",ORAL,MYRBETRIQ,2012-06-28,RX,1,0,0,1
1376013,-1,Monsanto,USA,TABLET,ORAL,XELJANZ,2012-11-06,RX,1,0,0,1
1376092,-1,Bristol-Myers Squibb,USA,CAPSULE,ORAL,HETLIOZ,2014-01-31,RX,1,0,0,1
1376097,91997,Alfa Wassermann,Italy,CAPSULE,ORAL,NORTHERA,2014-02-18,RX,1,0,0,1
1377970,-1,3M Pharmaceuticals,USA,TABLET,ORAL,SIRTURO,2012-12-28,RX,1,0,0,1
1377978,-1,Ariad,USA,TABLET,ORAL,ICLUSIG,2012-12-14,RX,1,0,0,1
139281,50855,Roche,Switzerland,TABLET,ORAL,BUMETANIDE,1996-11-21,RX,1,0,0,1
141484,2779,SanofiAventis,France,TABLET,ORAL,SABRIL,2009-08-21,RX,1,0,0,1
155006,100084,Otsuka,Japan,TABLET,ORAL,ABILIFY,2002-11-15,RX,1,0,0,1
1592294,-1,Eli Lilly,USA,"TABLET, DELAYED RELEASE",ORAL,DYNABAC,1995-06-19,DISCN,1,0,0,1
189203,92645,SanofiAventis,France,CAPSULE,ORAL,RAMIPRIL,2008-06-18,DISCN,1,0,0,1
1991,59104,Ohmeda Pharm. Prods.,USA,INJECTABLE,INJECTION,VALPROATE SODIUM,2003-06-26,RX,0,0,1,1
2080,49628,Genomics Research Institute Novartis Foundation,USA,TABLET,ORAL,FANSIDAR,1982-01-01,DISCN,1,0,0,1
221962,84147,Takeda,USA,TABLET,ORAL,RAMELTEON,2015-08-19,RX,1,0,0,1
263453,49041,Pfizer,USA,TABLET,ORAL,ISOSORBIDE MONONITRATE,1998-10-30,RX,1,0,0,1
27609,99129,Sigma Tau,Italy,"FILM, EXTENDED RELEASE",TRANSDERMAL,CATAPRES-TTS-1,1984-10-10,RX,0,1,0,1
28699,-1,Genta Inc,USA,TABLET,ORAL,ALENDRONATE SODIUM,2008-08-04,RX,1,0,0,1
29637,59268,3M Pharmaceuticals,USA,"TABLET, CHEWABLE",ORAL,EMVERM,1995-01-04,RX,1,0,0,1
300022,2008,Johnson Matthey,USA,INJECTABLE,INJECTION,CARBOPLATIN,2006-01-27,DISCN,0,0,1,1
30602,-1,DaiichiSankyo,Japan,TABLET,ORAL,PRAVASTATIN SODIUM,2016-11-17,RX,1,0,0,1
328601,100208,Bayer-Schering,Germany,TABLET,ORAL,XARELTO,2011-07-01,RX,1,0,0,1
337366,51242,AstraZeneca,UK,TABLET,ORAL,ANASTROZOLE,2010-06-28,RX,1,0,0,1
33889,52969,Bristol-Myers Squibb,USA,TABLET,ORAL,BARACLUDE,2005-03-29,RX,1,0,0,1
33986,46650,GlaxoSmithKline,UK,TABLET,ORAL,EPIVIR-HBV,1998-12-08,RX,1,0,0,1
34197,59270,Eli Lilly,USA,"TABLET, ORALLY DISINTEGRATING",ORAL,OLANZAPINE,2011-10-24,RX,1,0,0,1
360720,92054,Merck,USA,CAPSULE,ORAL,VICTRELIS,2011-05-13,DISCN,1,0,0,1
399873,-1,Boehringer-Ingelheim,Germany,"TABLET, EXTENDED RELEASE",ORAL,JENTADUETO XR,2016-05-27,RX,1,0,0,1
400344,93068,Ohmeda Pharm. Prods.,USA,INJECTABLE,INJECTION,THYPINONE,1982-01-01,DISCN,0,0,1,1
419596,59326,Bayer-Schering,Germany,CAPSULE,ORAL,ADALAT,1985-11-27,DISCN,1,0,0,1
435293,91843,Adolor,USA,CAPSULE,ORAL,ENTEREG,2008-05-20,RX,1,0,0,1
453721,-1,ProCyte Corporation,USA,TABLET,ORAL,QUIDE,1982-01-01,DISCN,1,0,0,1
469866,76577,AstraZeneca,UK,CAPSULE,ORAL,LYNPARZA,2014-12-19,RX,1,0,0,1
51056,57327,Roche,Switzerland,TABLET,ORAL,NAPROXEN,2001-12-18,RX,1,0,0,1
547576,100208,Eli Lilly,USA,CAPSULE,ORAL,STRATTERA,2002-11-26,DISCN,1,0,0,1
557467,-1,Nycomed Pharma,Norway,TABLET,ORAL,MAXAQUIN,1992-02-21,DISCN,1,0,0,1
570147,59327,Ohmeda Pharm. Prods.,USA,"TABLET, EXTENDED RELEASE",ORAL,CLARITHROMYCIN,2005-01-26,DISCN,1,0,0,1
5975,50015,Ohmeda Pharm. Prods.,USA,"CAPSULE, DELAYED REL PELLETS",ORAL,LANSOPRAZOLE,2016-10-14,RX,1,0,0,1
604643,100208,GlaxoSmithKline,UK,INJECTABLE,INJECTION,GEOPEN,1982-01-01,DISCN,0,0,1,1
624185,-1,Dainippon,Japan,SOLUTION,INTRAVESICAL,VALSTAR PRESERVATIVE FREE,1998-09-25,RX,0,0,1,1
674280,-1,Access,USA,TABLET,ORAL,TIZANIDINE HYDROCHLORIDE,2002-11-26,RX,1,0,0,1
674297,-1,3M Pharmaceuticals,USA,INJECTABLE,INJECTION,OMNISCAN,1993-01-08,RX,0,0,1,1
674317,-1,Eli Lilly,USA,TABLET,ORAL,KEFTAB,1987-10-29,DISCN,1,0,0,1
674353,-1,Pfizer,USA,TABLET,ORAL,"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",2015-06-03,RX,1,0,0,1
674371,100208,Roche,Switzerland,INJECTABLE,INJECTION,MIDAZOLAM HYDROCHLORIDE,2000-06-30,RX,0,0,1,1
674399,-1,SRI International,USA,TABLET,ORAL,SKELID,1997-03-07,DISCN,1,0,0,1
674406,54149,SanofiAventis,France,SOLUTION,URETHRAL,OMNIPAQUE 70,1994-06-01,DISCN,0,1,0,1
674431,100208,Novartis,Switzerland,INJECTABLE,INJECTION,OCTREOTIDE ACETATE,2006-02-10,RX,0,0,1,1
